doc_id,author,title,source,source_url,text_hash,canonical_work_id,doi,isbn,wikidata_id,gutenberg_id,openlibrary_id,status,notes,subjects,bookshelves,languages,download_count,category,subcategory
doc_000010,"Eliot, George",Middlemarch,gutendex,https://www.gutenberg.org/ebooks/145.txt.utf-8,d438ae05d2f4e66477d9c4d8770fc0b041a1eaa9c9cad3d38cb89abcab61702e,gutenberg:145,,,,145,,active,imported_from_gutendex_candidates,Bildungsromans | City and town life -- Fiction | Didactic fiction | Domestic fiction | England -- Fiction | Love stories | Married people -- Fiction | Young women -- Fiction,Best Books Ever Listings | Category: British Literature | Category: Classics of Literature | Category: Novels | Historical Fiction,en,67843,history,literature
doc_000011,"Shakespeare, William",The Complete Works of William Shakespeare,gutendex,https://www.gutenberg.org/ebooks/100.txt.utf-8,30d9ed3f9fe0a9a795c0c13bfb2bfc409ab463191540efa13d23262f7c44574f,gutenberg:100,,,,100,,active,imported_from_gutendex_candidates,"English drama -- Early modern and Elizabethan, 1500-1600",Category: British Literature | Category: Classics of Literature | Category: Plays/Films/Dramas | Category: Poetry | Plays,en,66390,literature,
doc_000012,"Stevenson, Robert Louis",The strange case of Dr. Jekyll and Mr. Hyde,gutendex,https://www.gutenberg.org/ebooks/43.txt.utf-8,f4f2ec3d1daaec7119c14f53ecf5b9d91f1450d3b92751cf384645d2c5ca852a,gutenberg:43,,,,43,,active,imported_from_gutendex_candidates,Horror tales | London (England) -- Fiction | Multiple personality -- Fiction | Physicians -- Fiction | Psychological fiction | Science fiction | Self-experimentation in medicine -- Fiction,"Category: British Literature | Category: Classics of Literature | Category: Crime, Thrillers and Mystery | Category: Novels | Horror | Movie Books | Precursors of Science Fiction",en,63757,philosophy,science|literature
doc_000013,"Alcott, Louisa May","Little Women; Or, Meg, Jo, Beth, and Amy",gutendex,https://www.gutenberg.org/ebooks/37106.txt.utf-8,07f20a4fc7790ee0d6eb1be463b958ccc102b15a51520cca462a71b346239a46,gutenberg:37106,,,,37106,,active,imported_from_gutendex_candidates,Autobiographical fiction | Bildungsromans | Domestic fiction | Family life -- New England -- Fiction | March family (Fictitious characters) -- Fiction | Mothers and daughters -- Fiction | New England -- Fiction | Sisters -- Fiction | Young women -- Fiction,Category: American Literature | Category: Children & Young Adult Reading | Category: Classics of Literature | Category: Novels,en,60267,literature,
doc_000014,"Wagner, Richard",My Life — Volume 1,gutendex,https://www.gutenberg.org/ebooks/5197.txt.utf-8,e8f847461be36a34eded14a1a37395cfc3f05c8b6884217460f21534e79dbdab,gutenberg:5197,,,,5197,,active,imported_from_gutendex_candidates,"Composers -- Germany -- Biography | Wagner, Richard, 1813-1883",Category: Biographies | Category: Music,en,55916,music,
doc_000015,"Brontë, Charlotte",Jane Eyre: An Autobiography,gutendex,https://www.gutenberg.org/ebooks/1260.txt.utf-8,b03763bbde39ae2ccb9ce7cf6b100b465ae069aced14029d98e66de4052048c0,gutenberg:1260,,,,1260,,active,imported_from_gutendex_candidates,Bildungsromans | Charity-schools -- Fiction | Country homes -- Fiction | England -- Fiction | Fathers and daughters -- Fiction | Governesses -- Fiction | Love stories | Married people -- Fiction | Mentally ill women -- Fiction | Orphans -- Fiction | Young women -- Fiction,Category: British Literature | Category: Classics of Literature | Category: Novels | Category: Romance,en,55255,literature,
doc_000016,"Chambers, Robert W. (Robert William)",The King in Yellow,gutendex,https://www.gutenberg.org/ebooks/8492.txt.utf-8,0456f9881b0010b8ab623e595abfeb7dac5a25221c537fb9dd18463fdbaf2d29,gutenberg:8492,,,,8492,,active,imported_from_gutendex_candidates,"Horror tales, American | Short stories, American | United States -- Social life and customs -- 19th century -- Fiction","Category: American Literature | Category: Crime, Thrillers and Mystery | Category: Science-Fiction & Fantasy | Category: Short Stories | Horror",en,54195,science,literature
doc_000017,"Doyle, Arthur Conan",The Adventures of Sherlock Holmes,gutendex,https://www.gutenberg.org/ebooks/1661.txt.utf-8,b20b66e4413207982c61e9adaa84c654d443210fa70262e9828e344a0ee74585,gutenberg:1661,,,,1661,,active,imported_from_gutendex_candidates,"Detective and mystery stories, English | Holmes, Sherlock (Fictitious character) -- Fiction | Private investigators -- England -- Fiction","Banned Books from Anne Haight's list | Category: British Literature | Category: Crime, Thrillers and Mystery | Category: Short Stories | Contemporary Reviews | Detective Fiction",en,52111,literature,
doc_000018,"Stoker, Bram",Dracula,gutendex,https://www.gutenberg.org/ebooks/345.txt.utf-8,2057680c9cdf4d4a617720b675ddb11f37732ce7c1524c59e3334a4e8394b700,gutenberg:345,,,,345,,active,imported_from_gutendex_candidates,"Dracula, Count (Fictitious character) -- Fiction | Epistolary fiction | Gothic fiction | Horror tales | Transylvania (Romania) -- Fiction | Vampires -- Fiction | Whitby (England) -- Fiction","Category: British Literature | Category: Classics of Literature | Category: Crime, Thrillers and Mystery | Category: Novels | Category: Science-Fiction & Fantasy | Gothic Fiction | Horror | Movie Books | Mystery Fiction",en,52049,science,literature
doc_000019,"Dumas, Alexandre; Maquet, Auguste",Twenty years after,gutendex,https://www.gutenberg.org/ebooks/1259.txt.utf-8,4d77006033d4147ad1bb11b95441f03b452e125a259925cabf618d7e399242b5,gutenberg:1259,,,,1259,,active,imported_from_gutendex_candidates,"France -- History -- Louis XIV, 1643-1715 -- Fiction",Adventure | Category: Adventure | Category: French Literature | Category: Historical Novels | Category: Novels | Historical Fiction | Movie Books,en,48906,history,literature
doc_000020,"Montgomery, L. M. (Lucy Maud)",The Blue Castle: a novel,gutendex,https://www.gutenberg.org/ebooks/67979.txt.utf-8,101b1c4784900fe5160315b362f93665645e1412ddb554717295700c6094c496,gutenberg:67979,,,,67979,,active,imported_from_gutendex_candidates,Canada -- History -- 1914-1945 -- Fiction | Choice (Psychology) -- Fiction | Love -- Fiction | Romance fiction | Self-actualization (Psychology) -- Fiction | Single women -- Fiction | Young adult fiction,Category: Novels | Category: Romance,en,61483,history,literature
doc_000021,"Fitzgerald, F. Scott (Francis Scott)",The Great Gatsby,gutendex,https://www.gutenberg.org/ebooks/64317.txt.utf-8,7505984fdd3b0b185eb94ae5d01802a238d92c18015c010f465b0483066775d1,gutenberg:64317,,,,64317,,active,imported_from_gutendex_candidates,First loves -- Fiction | Long Island (N.Y.) -- Fiction | Married women -- Fiction | Psychological fiction | Rich people -- Fiction,Category: American Literature | Category: Classics of Literature | Category: Novels,en,56250,philosophy,literature
doc_000022,"Dostoyevsky, Fyodor",The Brothers Karamazov,gutendex,https://www.gutenberg.org/ebooks/28054.txt.utf-8,8d2ce05638a3356d174ed3201630f24196f422f40099114b00dec33445238ed9,gutenberg:28054,,,,28054,,active,imported_from_gutendex_candidates,Brothers -- Fiction | Didactic fiction | Fathers and sons -- Fiction | Russia -- Social life and customs -- 1533-1917 -- Fiction,Best Books Ever Listings | Category: Classics of Literature | Category: Novels | Category: Russian Literature,en,46293,literature,
doc_000023,"Von Arnim, Elizabeth",The Enchanted April,gutendex,https://www.gutenberg.org/ebooks/16389.txt.utf-8,382fc82f3046d78ad60669f490e9f6bede1d8c1cf0aeaba0625d09806d0a6dd4,gutenberg:16389,,,,16389,,active,imported_from_gutendex_candidates,British -- Italy -- Fiction | Domestic fiction | Female friendship -- Fiction | Italy -- Fiction | Love stories,"Bestsellers, American, 1895-1923 | Category: British Literature | Category: Novels",en,45810,literature,
doc_000024,"Twain, Mark",Adventures of Huckleberry Finn,gutendex,https://www.gutenberg.org/ebooks/76.txt.utf-8,c501e7bd363f366bb59f36b279af39f50e29ee8a94ad1ea2440a5a52350e6bbb,gutenberg:76,,,,76,,active,imported_from_gutendex_candidates,"Adventure stories | Bildungsromans | Boys -- Fiction | Finn, Huckleberry (Fictitious character) -- Fiction | Fugitive slaves -- Fiction | Humorous stories | Male friendship -- Fiction | Mississippi River -- Fiction | Missouri -- Fiction | Race relations -- Fiction | Runaway children -- Fiction",Banned Books List from the American Library Association | Banned Books from Anne Haight's list | Best Books Ever Listings | Category: Adventure | Category: American Literature | Category: Classics of Literature | Category: Novels,en,45099,literature,
doc_000025,"Smollett, T. (Tobias)",The Expedition of Humphry Clinker,gutendex,https://www.gutenberg.org/ebooks/2160.txt.utf-8,ef656abf162612cc2a4f6061f4e828bbf1b4cf6d02ed28cd08c959d1591afee3,gutenberg:2160,,,,2160,,active,imported_from_gutendex_candidates,Epistolary fiction | Great Britain -- Fiction | Travelers -- Fiction,"Best Books Ever Listings | Category: British Literature | Category: Classics of Literature | Category: Essays, Letters & Speeches | Category: Humour | Category: Novels | Category: Travel Writing | Historical Fiction",en,42519,history,literature
doc_000026,"Gaskell, Elizabeth Cleghorn",Cranford,gutendex,https://www.gutenberg.org/ebooks/394.txt.utf-8,58ac27b3627f0ea58a115407da0ec9bce2feb7025812ceef1928c415820e454e,gutenberg:394,,,,394,,active,imported_from_gutendex_candidates,England -- Fiction | Female friendship -- Fiction | Older women -- Fiction | Pastoral fiction | Sisters -- Fiction | Villages -- Fiction,Category: British Literature | Category: Novels,en,42484,literature,
doc_000027,"Smollett, T. (Tobias)",The Adventures of Ferdinand Count Fathom — Complete,gutendex,https://www.gutenberg.org/ebooks/6761.txt.utf-8,ec3efb8e660ff4a2680676bf0efd496c0287049526c415f5b0c975c48cc55e54,gutenberg:6761,,,,6761,,active,imported_from_gutendex_candidates,Adventure stories | Gothic fiction,Best Books Ever Listings | Category: British Literature | Category: Novels,en,42392,literature,
doc_000028,,Chambers's Twentieth Century Dictionary (part 1 of 4: A-D),gutendex,https://www.gutenberg.org/ebooks/37683.txt.utf-8,296ee8a8ec56f76355d774945e6ecb20c36a024eb96a778b46369dc66d76acc3,gutenberg:37683,,,,37683,,active,imported_from_gutendex_candidates,English language -- Dictionaries,Category: Encyclopedias/Dictionaries/Reference | Category: Language & Communication,en,42103,unknown,
doc_000029,"Brontë, Emily",Wuthering Heights,gutendex,https://www.gutenberg.org/ebooks/768.txt.utf-8,42bc2ca8fbe13fd3699326e6698c6a164064910d4a2d2650327388756254c313,gutenberg:768,,,,768,,active,imported_from_gutendex_candidates,Domestic fiction | Foundlings -- Fiction | Heathcliff (Fictitious character : Brontë) -- Fiction | Love stories | Psychological fiction | Rejection (Psychology) -- Fiction | Revenge -- Fiction | Rural families -- Fiction | Triangles (Interpersonal relations) -- Fiction | Yorkshire (England) -- Fiction,Best Books Ever Listings | Category: British Literature | Category: Classics of Literature | Category: Novels | Gothic Fiction | Movie Books,en,41534,philosophy,literature
doc_000030,"Fielding, Henry","History of Tom Jones, a Foundling",gutendex,https://www.gutenberg.org/ebooks/6593.txt.utf-8,9c1a1708dbfbfb26a6c9e44e730f24e9a995f3feb9f636ecc6d45a824c401106,gutenberg:6593,,,,6593,,active,imported_from_gutendex_candidates,Bildungsromans | England -- Fiction | Foundlings -- Fiction | Humorous stories | Identity (Psychology) -- Fiction | Young men -- Fiction,Banned Books from Anne Haight's list | Best Books Ever Listings | Category: British Literature | Category: Classics of Literature | Category: Novels | Harvard Classics | Movie Books,en,41340,literature,
doc_000031,"Smollett, T. (Tobias)",The Adventures of Roderick Random,gutendex,https://www.gutenberg.org/ebooks/4085.txt.utf-8,002e543cabf50e12c076ebce6a9835220409b3cc2eaa2789c146f1fe96d6d96c,gutenberg:4085,,,,4085,,active,imported_from_gutendex_candidates,England -- Fiction | Impressment -- Fiction | Picaresque literature | Rogues and vagabonds -- Fiction | Sailors -- Fiction | Scots -- England -- Fiction | Sea stories | Warships -- Fiction,Best Books Ever Listings | Category: British Literature | Category: Novels | Historical Fiction,en,41248,history,literature
doc_000032,"Twain, Mark",Life on the Mississippi,gutendex,https://www.gutenberg.org/ebooks/245.txt.utf-8,6093757d7778e0ed5da85adbb001fa95b957da2da17d855aaa9e7daba54f09a3,gutenberg:245,,,,245,,active,imported_from_gutendex_candidates,"Authors, American -- 19th century -- Biography | Mississippi River -- Description and travel | Mississippi River Valley -- Social life and customs -- 19th century | Pilots and pilotage -- Mississippi River | Twain, Mark, 1835-1910 -- Travel -- Mississippi River",Category: American Literature | Category: Biographies | Category: History - American | Category: Travel Writing,en,41091,history,literature
doc_000033,United States. Central Intelligence Agency,The 2003 CIA World Factbook,gutendex,https://www.gutenberg.org/ebooks/27558.txt.utf-8,939e913e2304505981d242d5049b10b635fe8de4326488aea06ff2cc72f6ca07,gutenberg:27558,,,,27558,,active,imported_from_gutendex_candidates,"Geography -- Handbooks, manuals, etc. | Political science -- Handbooks, manuals, etc. | Political statistics -- Handbooks, manuals, etc. | World politics -- Handbooks, manuals, etc.",CIA World Factbooks | Category: Encyclopedias/Dictionaries/Reference,en,38748,politics,science
doc_000034,"Wollstonecraft, Mary",The Love Letters of Mary Wollstonecraft to Gilbert Imlay,gutendex,https://www.gutenberg.org/ebooks/34413.txt.utf-8,fe5e11bbe07d84844a1481d3b23d42b3fcc088b64508b298dc7138a068f002d2,gutenberg:34413,,,,34413,,active,imported_from_gutendex_candidates,"Authors, English -- 18th century -- Correspondence | Feminists -- Great Britain -- Correspondence | Imlay, Gilbert, 1754?-1828? -- Correspondence | Love-letters | Wollstonecraft, Mary, 1759-1797 -- Correspondence","Category: Biographies | Category: British Literature | Category: Essays, Letters & Speeches | Category: Romance",en,38116,literature,
doc_000035,"Marcus Aurelius, Emperor of Rome",Meditations,gutendex,https://www.gutenberg.org/ebooks/2680.txt.utf-8,8665d4250b2a99e8258ac076fb03c18c3ed277fcfe55b68cb647d7d478802f7e,gutenberg:2680,,,,2680,,active,imported_from_gutendex_candidates,Ethics | Life | Stoics,Category: Biographies | Category: Classics of Literature | Category: Philosophy & Ethics | Harvard Classics,en,38017,philosophy,literature
doc_000036,"Masters, Edgar Lee",Spoon River Anthology,gutendex,https://www.gutenberg.org/files/26471/26471_readme.txt,c8e1b13861a8466c50564da866421917e420d9665ecd93010fc38eeb37238dd6,gutenberg:26471,,,,26471,,active,imported_from_gutendex_candidates,American poetry,,en,37433,literature,
doc_000037,"Augustine, of Hippo, Saint",The Confessions of St. Augustine,gutendex,https://www.gutenberg.org/ebooks/3296.txt.utf-8,b167d867111cfd7c84169006fcc580dfe840fe2b8206d7124ed27bf6ddaf7721,gutenberg:3296,,,,3296,,active,imported_from_gutendex_candidates,"Augustine, of Hippo, Saint, 354-430 | Bishops -- Algeria -- Hippo (Extinct city) -- Biography | Catholic Church -- Bishops -- Biography | Christian saints -- Algeria -- Hippo (Extinct city) -- Biography",Category: Biographies | Category: Classics of Literature | Category: Philosophy & Ethics | Category: Religion/Spirituality | Christianity | Classical Antiquity | Harvard Classics,en,37400,philosophy,religion|literature
doc_000038,United States. Central Intelligence Agency,The 2006 CIA World Factbook,gutendex,https://www.gutenberg.org/ebooks/27509.txt.utf-8,59617f85073ceef81c99885e1f2c98947e8188b14668542a75d04d498b4c0b76,gutenberg:27509,,,,27509,,active,imported_from_gutendex_candidates,"Geography -- Handbooks, manuals, etc. | Political science -- Handbooks, manuals, etc. | Political statistics -- Handbooks, manuals, etc. | World politics -- Handbooks, manuals, etc.",CIA World Factbooks | Category: Encyclopedias/Dictionaries/Reference,en,37339,politics,science
doc_000039,,The Book of the Thousand Nights and a Night — Volume 01 (of 10),gutendex,https://www.gutenberg.org/ebooks/51252.txt.utf-8,c20cbf8c4ba7c5e08848263234aecee9f4d8743050f7efe2f2c7c7859aafab95,gutenberg:51252,,,,51252,,active,imported_from_gutendex_candidates,Fairy tales -- Arab countries | Folklore -- Arab countries,"Category: Adventure | Category: Classics of Literature | Category: Mythology, Legends & Folklore | Category: Romance",en,36667,literature,
